종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060280","큐렉소","KOSDAQ","중견기업부","6550","-130","-1.95","6740","6740","6470","88412","577670480","269139434500","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","30850","3550","13.00","27700","32150","27400","745173","22807799400","435389875400","14113124"
"051780","큐로홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","111","0","0.00","0","0","0","0","0","15142891950","136422450"
"115180","큐리언트","KOSDAQ","벤처기업부","4535","35","0.78","4485","4560","4405","38638","173074350","146447262985","32292671"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","20250","150","0.75","20100","20850","19500","130774","2672494300","325958944500","16096738"
"182360","큐브엔터","KOSDAQ","우량기업부","16560","-900","-5.15","17450","17480","16560","186234","3148995190","241304983920","14571557"
"405100","큐알티","KOSDAQ","벤처기업부","12000","560","4.90","11460","12130","11460","66768","791228590","147471612000","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","7010","150","2.19","7050","7060","6800","29323","203905320","64994063210","9271621"
"136660","큐엠씨","KONEX","일반기업부","1880","55","3.01","1900","1900","1600","22","36780","4438586000","2360950"
"016600","큐캐피탈","KOSDAQ","중견기업부","244","-9","-3.56","254","259","243","576100","142255347","43492295328","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","17960","100","0.56","18100","18490","17620","101523","1819153940","80254421640","4468509"
"264900","크라운제과","KOSPI",,"8090","30","0.37","8060","8130","8000","8940","72104110","101317946500","12523850"
"26490K","크라운제과우","KOSPI",,"9670","-40","-0.41","9760","9850","9620","563","5488690","7480325200","773560"
"005740","크라운해태홀딩스","KOSPI",,"5700","50","0.88","5700","5720","5570","21071","119167500","84629877900","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"7920","-80","-1.00","8130","8200","7920","1338","10752680","4757749920","600726"
"259960","크래프톤","KOSPI",,"342000","-2000","-0.58","345000","350000","340000","118386","40819114500","16382010330000","47900615"
"096240","크레버스","KOSDAQ","우량기업부","15340","-130","-0.84","15470","15470","15300","21472","330091400","170859681200","11138180"
"040350","크레오에스지","KOSDAQ","중견기업부","556","2","0.36","553","570","540","186123","102353434","103752559588","186605323"
"215570","크로넥스","KONEX","일반기업부","500","0","0.00","500","500","499","6","2997","2539028500","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","6740","820","13.85","6010","7500","5910","533795","3615483630","157924670400","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","886","-9","-1.01","895","905","882","192465","170848270","115747043544","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4550","-50","-1.09","4555","4600","4530","4091","18626545","29575000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","891","1","0.11","895","900","881","81917","72885621","54676772766","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","48600","-300","-0.61","48950","49600","48200","158946","7799510650","3183575027400","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","6660","60","0.91","6610","6680","6410","666293","4364375640","163537285680","24555148"
"352770","클리노믹스","KOSDAQ","기술성장기업부","577","-11","-1.87","584","588","557","434790","246660707","22437287201","38886113"
"237880","클리오","KOSDAQ","우량기업부","17520","270","1.57","17370","17520","17000","68389","1179470620","316610104560","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","3400","90","2.72","3380","3490","3275","276506","945643095","48003954000","14118810"
"020120","키다리스튜디오","KOSPI",,"3685","-40","-1.07","3705","3785","3660","69429","257165640","136579977710","37063766"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","1943","20","1.04","1919","1946","1919","232310","448349785","12823800000","6600000"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2290","5","0.22","2290","2300","2205","24724","55816650","7854700000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","1960","5","0.26","1960","1972","1938","6167","12107957","8045800000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2130","0","0.00","0","0","0","0","0","12524400000","5880000"
"039490","키움증권","KOSPI",,"120200","-600","-0.50","121500","121700","118900","67340","8069514100","3068310061200","25526706"
"054780","키이스트","KOSDAQ","중견기업부","5420","170","3.24","5260","5440","5240","86922","463741610","105949038060","19547793"
"336040","타스컴","KONEX","일반기업부","4300","100","2.38","4200","4300","4200","12","50600","18120651500","4214105"
"219130","타이거일렉","KOSDAQ","중견기업부","14330","210","1.49","13980","14330","13750","59125","835511890","90483775700","6314290"
"346010","타이드","KONEX","일반기업부","900","0","0.00","0","0","0","0","0","4374055800","4860062"
"318660","타임기술","KONEX","일반기업부","4400","205","4.89","4195","4400","4195","115","483935","9469244400","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","17500","510","3.00","0","0","0","0","0","17500000000","1000000"
"434190","탈로스","KONEX","일반기업부","5130","-220","-4.11","5100","5360","5050","2063","10523790","37805196420","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","10080","-40","-0.40","10280","10280","9890","65505","658764870","197293612320","19572779"
"360070","탑머티리얼","KOSDAQ","중견기업부","27150","-2300","-7.81","29900","29900","27150","44720","1255583200","219283572450","8076743"
"180060","탑선","KONEX","일반기업부","6350","-100","-1.55","6480","6490","6100","244","1524340","59357679100","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","4805","80","1.69","4725","4945","4710","64379","310490095","82597863510","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","1505","-7","-0.46","1515","1517","1494","34488","52016384","33148779335","22025767"
"014580","태경비케이","KOSPI",,"4580","-105","-2.24","4680","4680","4425","531298","2445447025","126330598000","27583100"
"015890","태경산업","KOSPI",,"5180","-10","-0.19","5200","5240","5140","41464","214424150","151404925000","29228750"
"006890","태경케미컬","KOSPI",,"11600","400","3.57","11200","11680","10920","103737","1187775570","134560000000","11600000"
"023160","태광","KOSDAQ","우량기업부","16420","-80","-0.48","16510","17110","16290","346915","5802624430","435130000000","26500000"
"003240","태광산업","KOSPI",,"600000","6000","1.01","596000","604000","592000","608","363116000","668040000000","1113400"
"011280","태림포장","KOSPI",,"2020","5","0.25","2015","2040","1999","34743","69779419","143027998800","70805940"
"323280","태성","KOSDAQ","중견기업부","26700","900","3.49","25900","27000","25200","339357","8813626150","689413491000","25820730"
"053620","태양","KOSDAQ","중견기업부","6360","-70","-1.09","6430","6440","6360","625","4009590","54696000000","8600000"
"052960","태양3C","KONEX","일반기업부","3300","100","3.13","3300","3300","3300","2","6600","16127357400","4887078"
"004100","태양금속","KOSPI",,"2460","35","1.44","2450","2575","2410","2840782","7070681560","90282000000","36700000"
"004105","태양금속우","KOSPI",,"3965","105","2.72","3915","4010","3915","77973","309764000","13084500000","3300000"
"116100","태양기계","KONEX","일반기업부","1455","181","14.21","1274","1464","1100","946","1160658","9079179630","6239986"
"009410","태영건설","KOSPI",,"2630","-70","-2.59","2700","2750","2625","93107","246579575","757191036310","287905337"
"009415","태영건설우","KOSPI",,"4690","-40","-0.85","4790","4790","4635","1978","9193225","3048378060","649974"
"044490","태웅","KOSDAQ","우량기업부","10600","110","1.05","10490","10850","10310","77977","827485920","212078238600","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","2905","5","0.17","2915","2940","2880","92846","269883305","111600176520","38416584"
"001420","태원물산","KOSPI",,"3460","-65","-1.84","3525","3620","3420","2584","8918595","26296000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","15200","100","0.66","14950","15270","14500","12990","193367210","123254276800","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","KOSDAQ","우량기업부","3265","-30","-0.91","3315","3315","3210","65374","212779575","106029030275","32474435"
"095610","테스","KOSDAQ","우량기업부","15250","240","1.60","15030","15350","15000","55033","834777810","301465446500","19768226"
"055490","테이팩스","KOSPI",,"13380","-90","-0.67","13690","13790","13200","8938","118728110","63817917000","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","796000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","1875","16","0.86","1860","1884","1845","8342","15521417","41908241250","22351062"
"089030","테크윙","KOSDAQ","우량기업부","34400","400","1.18","34500","35350","33650","538237","18561131000","1284965388000","37353645"
"258050","테크트랜스","KONEX","일반기업부","257","0","0.00","295","295","235","232","60020","2568520194","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","12710","400","3.25","12490","12750","12300","152113","1913106370","192483201430","15144233"
"078000","텔코웨어","KOSPI",,"9880","80","0.82","9850","9880","9770","2240","21964880","91291960760","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","598","0","0.00","0","0","0","0","0","71909640530","120250235"
"214420","토니모리","KOSPI",,"6310","10","0.16","6300","6320","6150","100557","626396680","151785781690","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","4540","-95","-2.05","4635","4640","4300","217467","978225130","70890029760","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","15200","140","0.93","15200","15300","14290","485554","7210628450","193514148800","12731194"
"215480","토박스코리아","KOSDAQ","중견기업부","2745","-275","-9.11","3010","3020","2730","95076","272911470","25803000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","19620","1350","7.39","18280","20100","17900","491816","9584815690","317197677960","16167058"
"045340","토탈소프트","KOSDAQ","벤처기업부","8680","270","3.21","8410","8750","7650","752638","6199545150","74283787200","8558040"
"108230","톱텍","KOSDAQ","벤처기업부","4670","-20","-0.43","4690","4730","4640","30355","142365970","177568554150","38023245"
"079970","투비소프트","KOSDAQ","투자주의환기종목(소속부없음)","1018","-11","-1.07","1038","1039","1018","14454","14844370","9457729000","9290500"
"199800","툴젠","KOSDAQ","기술성장기업부","41500","100","0.24","41400","42000","40600","19707","813325400","354312060000","8537640"
"417790","트루엔","KOSDAQ","벤처기업부","9750","50","0.52","9690","9750","9550","35024","339025000","107246587500","10999650"
"290090","트윔","KOSDAQ","벤처기업부","7870","-10","-0.13","7880","8130","7630","5179","41114270","58491949160","7432268"
"026150","특수건설","KOSDAQ","중견기업부","6700","-180","-2.62","6880","6880","6660","239842","1623273980","117560417700","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","14450","270","1.90","14380","14580","14120","111202","1598787430","79908500000","5530000"
"322180","티라유텍","KOSDAQ","벤처기업부","4725","-40","-0.84","4800","4800","4635","28341","132366955","98785475775","20906979"
"117730","티로보틱스","KOSDAQ","벤처기업부","7530","60","0.80","7590","7690","7370","112878","841835450","136837885860","18172362"
"033830","티비씨","KOSDAQ","중견기업부","885","-27","-2.96","935","935","859","786821","698170479","88500000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","1250","-40","-3.10","1304","1318","1230","2089317","2658255910","89060626250","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","1589","10","0.63","1582","1600","1558","355932","563462562","101571613080","63921720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","72000","300","0.42","71700","72700","71400","31214","2242629700","840600000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","5230","-70","-1.32","5300","5360","5150","22670","117551260","112689910440","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","63800","600","0.95","62800","65300","62400","54078","3450319600","518566400000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","430","37","9.41","395","490","395","10379568","4690405294","62016390090","144224163"
"277880","티에스아이","KOSDAQ","기술성장기업부","5020","-60","-1.18","5100","5100","4880","33162","164963675","101207376640","20160832"
"131290","티에스이","KOSDAQ","우량기업부","41950","900","2.19","41950","42150","40450","75973","3147267050","464026946550","11061429"
"019180","티에이치엔","KOSPI",,"3220","65","2.06","3160","3260","3145","256250","823205520","57960000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","16230","1380","9.29","15600","16750","15210","72828","1175105920","184713630000","11381000"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1364","4","0.29","1369","1376","1329","46327","62825637","38257815728","28048252"
"356860","티엘비","KOSDAQ","우량기업부","13360","360","2.77","13040","13370","13040","114332","1512829230","131363936800","9832630"
"413300","티엘엔지니어링","KONEX","일반기업부","550","0","0.00","550","580","550","3","1680","718033250","1305515"
"363280","티와이홀딩스","KOSPI",,"2875","-20","-0.69","2895","2895","2825","18139","51815990","144984145500","50429268"
"36328K","티와이홀딩스우","KOSPI",,"4385","-5","-0.11","4500","4500","4170","883","3794895","5450616390","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","4250","105","2.53","4200","4250","4065","40333","167225400","110693349500","26045494"
"091810","티웨이항공","KOSPI",,"2610","-65","-2.43","2675","2675","2605","1100289","2879318490","562139127360","215378976"
"004870","티웨이홀딩스","KOSPI",,"678","-12","-1.74","692","696","676","492790","336235080","76220385066","112419447"
"425040","티이엠씨","KOSDAQ","기술성장기업부","7950","140","1.79","7810","7950","7740","66520","521275990","169462692900","21316062"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","4805","10","0.21","4795","4830","4765","7696","36888050","48062656370","10002634"
"104480","티케이케미칼","KOSDAQ","우량기업부","1386","17","1.24","1370","1389","1360","150769","207118272","125981071524","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","3095","0","0.00","3120","3120","3035","224566","688458390","75110704190","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2035","-80","-3.78","2080","2110","2010","145312","296342790","22948041765","11276679"
"217880","틸론","KONEX","일반기업부","2520","25","1.00","2795","2795","2465","12948","32290540","27032770800","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","9160","20","0.22","9120","9210","9040","11953","108884210","101762323840","11109424"
"440110","파두","KOSDAQ","기술성장기업부","15830","570","3.74","15580","16450","15020","353011","5493706250","781166112680","49347196"
"034230","파라다이스","KOSPI",,"10050","-100","-0.99","10150","10160","10020","80449","808981950","922304811150","91771623"
"033540","파라텍","KOSDAQ","중견기업부","1675","35","2.13","1660","1740","1629","913036","1545136408","63233030525","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","8000","-30","-0.37","8040","8060","7830","38213","304423560","103447696000","12930962"
"043200","파루","KOSDAQ","벤처기업부","535","12","2.29","523","535","520","74632","39428696","22365308525","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","259500","3500","1.37","254000","265500","253000","110140","28710304000","2727241200000","10509600"
"217950","파마리서치바이오","KONEX","일반기업부","29950","-150","-0.50","30350","30350","29150","748","22263050","121728510450","4064391"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"7700","160","2.12","7690","7780","7390","1358743","10381108160","462130622800","60016964"
"177830","파버나인","KOSDAQ","우량기업부","3010","-25","-0.82","3065","3370","2980","1330846","4195044770","43009146530","14288753"
"037070","파세코","KOSDAQ","우량기업부","5110","-50","-0.97","5350","5350","5100","18599","96031610","102200000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","5100","-40","-0.78","5140","5190","5010","26047","132164815","59595652200","11685422"
"037030","파워넷","KOSDAQ","중견기업부","2320","20","0.87","2300","2325","2270","41880","96213415","50759219680","21878974"
"047310","파워로직스","KOSDAQ","중견기업부","6040","-120","-1.95","6150","6190","5870","431762","2573622680","221128960200","36610755"
"266870","파워풀엑스","KONEX","일반기업부","668","87","14.97","668","668","668","124","82832","4280998240","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","4410","40","0.92","4470","4540","4250","609581","2681758785","144887132250","32854225"
"170790","파이오링크","KOSDAQ","우량기업부","9110","340","3.88","8800","9180","8800","29358","265482380","62461166300","6856330"
"049120","파인디앤씨","KOSDAQ","벤처기업부","1048","16","1.55","1032","1065","1014","13069","13529616","54509355712","52012744"
"038950","파인디지털","KOSDAQ","중견기업부","3450","-75","-2.13","3825","4125","3450","344679","1329068355","35227139250","10210765"
"441270","파인엠텍","KOSDAQ","중견기업부","4850","200","4.30","4600","4960","4600","303747","1479314130","179391319850","36987901"
"106240","파인테크닉스","KOSDAQ","우량기업부","828","-3","-0.36","830","839","810","45645","37520402","13184291196","15923057"
"131760","파인텍","KOSDAQ","중견기업부","744","6","0.81","738","750","733","79992","59317337","32313097752","43431583"
"065690","파커스","KOSDAQ","투자주의환기종목(소속부없음)","1026","1","0.10","1025","1039","997","165692","168068227","14414613606","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","210500","3500","1.69","205500","212500","201500","29818","6147870000","1470463958500","6985577"
"091700","파트론","KOSDAQ GLOBAL","우량기업부","7470","10","0.13","7460","7530","7420","137343","1023673300","440119058580","58918214"
"202960","판도라티비","KONEX","일반기업부","999","29","2.99","970","1097","900","3893","3628851","11903666418","11915582"
"032800","판타지오","KOSDAQ","중견기업부","600","8","1.35","592","600","588","115283","68232675","27574234800","45957058"
"318010","팜스빌","KOSDAQ","중견기업부","3815","-460","-10.76","4275","4345","3725","116645","455427800","30250424470","7929338"
"036580","팜스코","KOSPI",,"2260","10","0.44","2330","2335","2250","161351","369875395","83005151180","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","1192","8","0.68","1185","1194","1173","262914","311373946","132808587200","111416600"
"004720","팜젠사이언스","KOSPI",,"4385","10","0.23","4400","4435","4295","33747","146682375","79712832125","18178525"
"266350","팡스카이","KONEX","일반기업부","498","-1","-0.20","450","498","450","328","147696","3931734900","7895050"
"225590","패션플랫폼","KOSDAQ","우량기업부","935","-21","-2.20","956","971","922","63504","59845948","24905326655","26636713"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부","493","-9","-1.79","509","509","490","59751","29622626","33024046235","66985895"
"068050","팬엔터테인먼트","KOSDAQ","우량기업부","2195","-15","-0.68","2210","2215","2160","32561","70892985","60788496820","27694076"
"028670","팬오션","KOSPI",,"3440","0","0.00","3460","3460","3415","868870","2986600510","1838919121280","534569512"
"222110","팬젠","KOSDAQ","기술성장기업부","5660","-10","-0.18","5670","5770","5550","22090","124702320","73003795020","12898197"
"271830","팸텍","KOSDAQ","벤처기업부","1577","26","1.68","1551","1579","1551","26282","41260438","46506048554","29490202"
"010820","퍼스텍","KOSPI",,"2950","40","1.37","2930","2965","2830","677770","1974185460","143877217100","48771938"
"016800","퍼시스","KOSPI",,"41550","500","1.22","40800","41700","40600","292","12072450","477825000000","11500000"
"263750","펄어비스","KOSDAQ GLOBAL","우량기업부","28300","-350","-1.22","28650","28800","27950","633085","17912983100","1818214296500","64247855"
"251970","펌텍코리아","KOSDAQ","우량기업부","41700","200","0.48","41250","42250","40800","45495","1899658650","517080000000","12400000"
"001020","페이퍼코리아","KOSPI",,"877","24","2.81","850","879","849","244474","212556921","156091365501","177983313"
"327610","펨토바이오메드","KONEX","일반기업부","5200","140","2.77","5000","5200","4510","20561","102338675","43896918000","8441715"
"168360","펨트론","KOSDAQ","벤처기업부","6080","80","1.33","6180","6220","5980","470577","2869767020","129432766720","21288284"
"087010","펩트론","KOSDAQ","기술성장기업부","105400","-400","-0.38","106000","109100","103200","526775","55817320400","2455540690000","23297350"
"090080","평화산업","KOSPI",,"902","1","0.11","899","904","888","35238","31715198","49521837618","54902259"
"010770","평화홀딩스","KOSPI",,"2610","10","0.38","2575","2610","2560","3880","10033930","38172466260","14625466"
"064800","포니링크","KOSDAQ","중견기업부","1383","9","0.66","1370","1395","1350","561271","771872018","176757493134","127807298"
"119500","포메탈","KOSDAQ","중견기업부","3130","-45","-1.42","3175","3245","3025","200250","622829625","37081836160","11847232"
"389140","포바이포","KOSDAQ","벤처기업부","5250","300","6.06","5000","5300","4750","99077","496823450","58341858750","11112735"
"105760","포스뱅크","KOSDAQ","벤처기업부","6270","20","0.32","6250","6330","6150","29795","186104670","59335894200","9463460"
"022100","포스코DX","KOSPI",,"20650","-950","-4.40","21850","21850","20500","525292","10920153550","3139517153850","152034729"
"058430","포스코스틸리온","KOSPI",,"29600","-550","-1.82","29900","30150","29100","20327","596357050","177600000000","6000000"
"009520","포스코엠텍","KOSDAQ GLOBAL","우량기업부","12810","-270","-2.06","13220","13220","12730","183246","2349986040","533443025430","41642703"
"047050","포스코인터내셔널","KOSPI",,"39050","-450","-1.14","39850","39900","38400","440858","17167431650","6869784871400","175922788"
"003670","포스코퓨처엠","KOSPI",,"152600","-13700","-8.24","167000","167700","152600","673545","105212813000","11820887372000","77463220"
"189690","포시에스","KOSDAQ","벤처기업부","2165","15","0.70","2130","2230","2130","117592","256564700","59152062885","27321969"
"318020","포인트모바일","KOSDAQ","중견기업부","2940","25","0.86","2945","3000","2885","11373","33196000","37227079680","12662272"
"256630","포인트엔지니어링","KOSDAQ","중견기업부","1174","-13","-1.10","1174","1187","1166","9760","11446286","68088562528","57997072"
"331380","포커스에이치엔에스","KOSDAQ","벤처기업부","1934","-57","-2.86","1991","1999","1899","181322","351412346","43951024168","22725452"
"472850","폰드그룹","KOSDAQ","중견기업부","5400","150","2.86","5280","5440","5190","83257","443689000","174657238200","32343933"
"039980","폴라리스AI","KOSDAQ","중견기업부","3305","-120","-3.50","3545","3705","3285","35283295","123952510220","238942391420","72297244"
"041910","폴라리스AI파마","KOSDAQ","중견기업부","5630","10","0.18","5620","5720","5570","25077","140833800","76014047410","13501607"
"234100","폴라리스세원","KOSDAQ","우량기업부","1194","-39","-3.16","1233","1235","1176","208480","250305784","64969376322","54413213"
"041020","폴라리스오피스","KOSDAQ","우량기업부","5970","-130","-2.13","6180","6220","5960","1666766","10105034210","296861223060","49725498"
"114630","폴라리스우노","KOSDAQ","우량기업부","522","-2","-0.38","524","526","517","46665","24318815","40589440056","77757548"
"290720","푸드나무","KOSDAQ","중견기업부","3140","-35","-1.10","3175","3195","3100","28498","89348565","42085602120","13403058"
"005670","푸드웰","KOSDAQ","우량기업부","5240","50","0.96","5250","5250","5140","16340","84871570","52400000000","10000000"
"094940","푸른기술","KOSDAQ","벤처기업부","7300","-160","-2.14","7600","7600","7150","178347","1307212610","61038117800","8361386"
"057880","푸른소나무","KOSDAQ","관리종목(소속부없음)","8790","0","0.00","0","0","0","0","0","216061434720","24580368"
"007330","푸른저축은행","KOSDAQ","우량기업부","9550","-550","-5.45","10100","10670","9110","847041","8357526240","144040740000","15082800"
"017810","풀무원","KOSPI",,"11120","-10","-0.09","11200","11210","10940","35485","393725960","423900427040","38120542"
"093380","풍강","KOSDAQ","우량기업부","2410","20","0.84","2370","2440","2370","5005","11989720","23809144330","9879313"
"023900","풍국주정","KOSDAQ","우량기업부","9420","-180","-1.88","9600","9600","9420","6986","66074370","118692000000","12600000"
"103140","풍산","KOSPI",,"49600","-1600","-3.13","51300","51900","49050","316660","15797702100","1390004188800","28024278"
"005810","풍산홀딩스","KOSPI",,"25950","0","0.00","25900","25950","25700","22384","578291950","374128727400","14417292"
"371950","풍원정밀","KOSDAQ","기술성장기업부","8770","180","2.10","8570","8840","8360","22991","197033560","184525079760","21040488"
"370090","퓨런티어","KOSDAQ","기술성장기업부","28600","-50","-0.17","29150","29200","27950","950233","27361143750","243581338000","8516830"
"445180","퓨릿","KOSDAQ","중견기업부","5460","30","0.55","5430","5480","5380","22398","121603030","91559766480","16769188"
"151910","퓨처코어","KOSDAQ","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","121645902080","190071722"
"341170","퓨쳐메디신","KONEX","일반기업부","1693","-107","-5.94","1899","1899","1655","17774","31181640","17832716065","10533205"
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","16640","-60","-0.36","16660","16910","15960","399786","6558624050","367779859200","22102155"
"035200","프럼파스트","KOSDAQ","벤처기업부","3640","-160","-4.21","3775","3775","3500","85348","307684870","35419347600","9730590"
"334970","프레스티지바이오로직스","KOSDAQ","기술성장기업부","5200","-100","-1.89","5300","5370","5150","105819","553793540","402571712400","77417637"
"950210","프레스티지바이오파마","KOSPI",,"16180","-90","-0.55","16430","16490","15910","123692","1997178460","972355787900","60096155"
"321260","프로이천","KOSDAQ","벤처기업부","2105","60","2.93","2060","2110","2035","87228","180854580","59344336820","28192084"
"296160","프로젠","KONEX","일반기업부","6600","-170","-2.51","6800","6800","6500","13302","88165570","76950904800","11659228"
"053610","프로텍","KOSDAQ","우량기업부","23700","500","2.16","23450","23750","22950","20546","480427100","260700000000","11000000"
"303360","프로티아","KOSDAQ","기술성장기업부","2740","15","0.55","2680","2740","2680","2466","6739370","35283569100","12877215"
"377220","프롬바이오","KOSDAQ","기술성장기업부","1922","1","0.05","1921","1948","1895","24864","47601058","54411820000","28310000"
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","2940","-5","-0.17","2950","2970","2905","3998","11710760","34146706440","11614526"
"053160","프리엠스","KOSDAQ","중견기업부","13130","-820","-5.88","13800","14280","13030","331280","4510689750","78780000000","6000000"
"405000","플라즈맵","KOSDAQ","투자주의환기종목(소속부없음)","1385","40","2.97","1390","1397","1368","48681","67303651","36116428940","26076844"
"041590","플래스크","KOSDAQ","관리종목(소속부없음)","789","0","0.00","0","0","0","0","0","103917099150","131707350"
"367000","플래티어","KOSDAQ","벤처기업부","4200","55","1.33","4250","4250","4120","8409","35097040","35230469400","8388207"
"075130","플랜티넷","KOSDAQ","벤처기업부","2570","-135","-4.99","2675","2680","2515","554989","1434968080","42719362400","16622320"
"222670","플럼라인생명과학","KONEX","일반기업부","3935","-245","-5.86","4200","4200","3600","2862","10934190","12944835710","3289666"
"009810","플레이그램","KOSPI",,"370","3","0.82","369","380","365","809034","300005951","56198375000","151887500"
"237820","플레이디","KOSDAQ","중견기업부","6420","160","2.56","6370","6440","6180","163782","1035027780","82350238800","12827140"
"023770","플레이위드","KOSDAQ","중견기업부","3680","-15","-0.41","3695","3700","3605","22941","83625745","32261897600","8766820"
"019570","플루토스","KOSDAQ","중견기업부","304","2","0.66","300","304","297","122799","36879389","19854252768","65310042"
"300080","플리토","KOSDAQ","기술성장기업부","21450","750","3.62","20700","22050","20400","135707","2893791700","118013974650","5501817"
"033790","피노","KOSDAQ","중견기업부","5560","-610","-9.89","6770","6770","5560","286835","1754425610","126894768000","22822800"
"032580","피델릭스","KOSDAQ","중견기업부","1272","-2","-0.16","1287","1287","1253","215486","273543928","42143985408","33132064"
"051380","피씨디렉트","KOSDAQ","중견기업부","2585","-35","-1.34","2660","2700","2520","278396","723162445","39654086120","15340072"
"241820","피씨엘","KOSDAQ","벤처기업부","608","-26","-4.10","634","635","597","192966","117219103","35976555936","59171967"
"237750","피앤씨테크","KOSDAQ","벤처기업부","4030","-70","-1.71","4080","4125","4020","24391","99100540","26181298000","6496600"
"460940","피앤에스미캐닉스","KOSDAQ","기술성장기업부","9090","640","7.57","8480","9460","8410","286909","2586498010","58828116600","6471740"
"319660","피에스케이","KOSDAQ GLOBAL","우량기업부","18000","180","1.01","17960","18240","17870","136795","2465446090","521400852000","28966714"
"031980","피에스케이홀딩스","KOSDAQ","우량기업부","32850","1450","4.62","32050","33450","31900","379714","12419064800","708324675750","21562395"
"002230","피에스텍","KOSDAQ","중견기업부","3970","0","0.00","3975","3985","3965","7443","29562105","76901571810","19370673"
"043370","피에이치에이","KOSDAQ","우량기업부","9940","30","0.30","9920","10050","9830","14013","139087970","208740000000","21000000"
"239890","피엔에이치테크","KOSDAQ","기술성장기업부","7860","560","7.67","7230","7860","7230","70380","536392270","78095034300","9935755"
"347740","피엔케이피부임상연구센타","KOSDAQ","중견기업부","2220","20","0.91","2200","2265","2165","93964","206824595","66623478720","30010576"
"137400","피엔티","KOSDAQ GLOBAL","우량기업부","40700","-1450","-3.44","41850","42150","40050","301455","12199823250","966343600200","23743086"
"257370","피엔티엠에스","KOSDAQ","중견기업부","3800","-65","-1.68","3865","4000","3750","30608","118601550","47518471800","12504861"
